ID,Year,Month,Day,Tsunami_Event,Earthquake_Event,Name,Location,Country,Latitude,Longitude,Elevation,Type,VEI,Agent,Deaths,Death_Description,Missing,Missing_Description,Injuries,Injuries_Description,Damage ,Damage_Description,Houses_Destroyed,Houses_Destroyed_Description,Total_Deaths,Total_Death_Description,Total_Missing,Total_Missing_Description,Total_Injuries,Total_Injuries_Description,Total_Damage,Total_Damage_Description,Total_Houses_Destroyed,Total_Houses_Destroyed_Description
407,1928,1,23,,,Santorini,Greece,Greece,36.404,25.396,329,Shield volcano,2,S,48,1,0,,0,,0,0,0,0,48,1,0,0,0,0,0,0,0,
408,1928,1,,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,P,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
409,1928,3,26,1593,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
410,1928,5,13,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2,T,40,1,0,,0,,0,0,0,0,40,1,0,0,0,0,0,0,0,
411,1928,8,4,1607,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,3,"W,T",98,2,0,,0,,0,1,0,0,226,3,0,0,200,3,0,2,0,2
412,1928,11,2,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,1,L,5,1,0,,0,,0,0,0,0,5,1,0,0,0,0,0,0,0,
413,1929,1,6,,,Calbuco,Chile-S,Chile,-41.326,-72.614,2003,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
414,1929,6,17,,,Komaga-take,Hokkaido-Japan,Japan,42.07,140.68,1140,Stratovolcano,4,T,2,1,0,,4,1,0,0,0,0,2,1,0,0,4,1,0,0,0,
415,1929,8,2,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2,T,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
416,1929,11,2,,,Santa Maria,Guatemala,Guatemala,14.756,-91.552,3772,Stratovolcano,3,"P,M",200,3,0,,0,,0,0,0,0,200,3,0,0,0,0,0,0,0,
417,1930,3,17,1624,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
418,1930,8,20,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,3,T,6,1,0,,0,,0,0,0,0,6,1,0,0,0,0,0,0,0,
419,1930,9,11,4218,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,3,"P,W,T",5,1,0,,20,1,0,2,0,0,6,1,0,0,20,1,0,2,0,
420,1930,12,18,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,3,"P,M",1369,4,0,,0,,0,3,1109,4,1369,4,0,0,0,0,0,3,1109,4
421,1931,8,20,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,3,,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
422,1932,1,21,,,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,4,,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
423,1932,2,,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,,m,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
424,1932,10,1,,,Kusatsu-Shirane,Honshu-Japan,Japan,36.62,138.55,2176,Stratovolcano,3,M,2,1,0,,7,1,0,0,0,0,2,1,0,0,7,1,0,0,0,
425,1933,1,8,1657,,Kharimkotan,Kuril Is,Russia,49.12,154.508,1145,Stratovolcano,5,W,0,,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
426,1933,5,10,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
427,1933,12,24,,,Kuchinoerabu-jima,Ryukyu Is,Japan,30.43,130.22,649,Stratovolcano,4,T,8,1,0,,26,1,0,0,0,0,8,1,0,0,26,1,0,0,0,
428,1933,12,25,1666,,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,2,,0,,0,,0,,0,0,0,0,9,1,0,0,0,0,0,3,0,
429,1934,,,,,Hood,US-Oregon,United States,45.374,-121.694,3426,Stratovolcano,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
430,1936,2,,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,3,"P,T",2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
431,1937,2,9,,,Llaima,Chile-C,Chile,-38.692,-71.729,3125,Stratovolcano,2,F,3,1,0,,0,,0,1,0,0,3,1,0,0,0,0,0,1,0,
432,1937,5,29,1698,10010,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,4,"P,T,W,I",507,3,0,,0,,0,1,0,1,507,3,0,0,0,0,0,1,0,1
433,1938,1,28,3638,,Nyamuragira,Africa-C,"Congo, DRC",-1.408,29.2,3058,Shield volcano,1,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
434,1938,5,9,,,Bandai,Honshu-Japan,Japan,37.6,140.08,1819,Stratovolcano,,m,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
435,1938,6,5,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
436,1938,7,16,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,1,T,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
437,1939,7,24,5694,,Kick-'em-Jenny,W Indies,Netherlands,12.3,-61.63,-177,Submarine volcano,1,T,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
438,1939,8,17,,,Tori-shima,Izu Is-Japan,Japan,30.48,140.32,403,Stratovolcano,2,,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
439,1939,10,13,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,1,T,10,1,0,,0,,0,1,0,0,10,1,0,0,0,0,0,1,0,
440,1940,6,20,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,2,,1,1,0,,2,1,0,0,0,0,1,1,0,0,2,1,0,0,0,
441,1940,7,12,,,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,2,L,11,1,0,,20,1,0,0,0,0,11,1,0,0,20,1,0,0,0,
442,1940,7,24,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.751,35.902,2890,Stratovolcano,2,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
443,1941,7,13,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,T,1,1,0,,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,
444,1941,9,21,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
445,1943,2,20,,,Michoacan-Guanajuato,Mexico,Mexico,19.48,-102.25,3860,Cinder cone,4,"E,I",3,1,0,,0,,0,0,0,0,103,1,0,0,0,0,0,0,0,
446,1943,4,13,,,"Azul, Cerro",Galapagos,Ecuador,-0.9,-91.42,1690,Shield volcano,3,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
447,1944,3,27,,,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2,"T,L,I",27,1,0,,0,,0,0,0,0,27,1,0,0,0,0,0,0,0,
448,1944,6,10,,,Cleveland,Aleutian Is,United States,52.82,-169.95,1730,Stratovolcano,3,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
449,1944,6,23,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,2,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
450,1944,8,20,4227,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
451,1944,8,26,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,2,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
452,1944,12,4,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2,T,117,3,0,,250,3,0,0,0,0,117,3,0,0,250,3,0,0,0,
453,1946,1,,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,2,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
454,1946,2,,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,F,6,1,0,,0,,0,2,81,2,6,1,0,0,0,0,0,2,81,2
455,1946,10,29,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
456,1946,11,13,1769,,Sarychev Peak,Kuril Is,Russia,48.092,153.2,1496,Stratovolcano,4,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
457,1947,1,7,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
458,1947,7,6,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,,11,1,0,,0,,0,0,0,0,11,1,0,0,0,0,0,0,0,
459,1947,9,16,,,Akagi,Honshu-Japan,Japan,36.53,139.18,1828,Stratovolcano,,m,699,3,0,,0,,0,0,0,0,699,3,0,0,0,0,0,0,0,
460,1947,11,2,,,Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,4,L,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
461,1948,4,7,,,Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,2,,0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,2,0,
462,1949,1,1,,,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,3,M,54,2,0,,0,,0,2,0,0,54,2,0,0,0,0,0,2,0,
463,1949,5,26,,,Purace,Colombia,Colombia,2.32,-76.4,4650,Stratovolcano,2,T,17,1,0,,0,,0,0,0,0,17,1,0,0,0,0,0,0,0,
464,1949,6,,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1332,Stratovolcano,3,P,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
465,1950,8,28,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,1,P,6,1,0,,0,,0,0,0,0,6,1,0,0,0,0,0,0,0,
466,1950,9,15,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1332,Stratovolcano,3,P,68,2,0,,0,,0,0,0,0,68,2,0,0,0,0,0,0,0,
467,1950,9,23,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,T,1,1,0,,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1
468,1951,1,21,,,Lamington,New Guinea,Papua New Guinea,-8.95,148.15,1680,Stratovolcano,4,P,2942,4,0,,0,2,0,0,0,0,2942,4,0,0,0,2,0,0,0,
469,1951,8,3,3383,3974,Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872,Stratovolcano,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,2
470,1951,8,31,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,3,,7,1,0,,0,,0,0,0,0,7,1,0,0,0,0,0,0,0,
471,1951,11,5,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,,G,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
472,1951,12,4,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1332,Stratovolcano,3,P,500,3,1500,4,0,,0,0,0,0,500,3,1500,4,0,0,0,0,0,
473,1951,,,1816,,Kavachi,Solomon Is-SW Pacifi,Solomon Is.,-9.02,157.95,-20,Submarine volcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
474,1952,3,27,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
475,1952,9,16,1824,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
476,1952,9,23,1825,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
477,1952,9,24,1826,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,P,31,1,0,,0,,0,1,0,0,31,1,0,0,0,0,0,1,0,
478,1952,9,26,1827,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
479,1952,,,,,Ambalatungan Group,Luzon-Philippines,Philippines,17.32,121.1,2329,Compound volcano,1,,12,1,0,,0,,0,0,0,0,12,1,0,0,0,0,0,0,0,
480,1953,3,11,1833,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
481,1953,3,23,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,3,P,64,2,0,,57,2,0,2,144,3,64,2,0,0,57,2,0,2,144,3
482,1953,3,25,5566,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
483,1953,4,27,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2,T,6,1,0,,0,,0,0,0,0,6,1,0,0,0,0,0,0,0,
484,1953,6,27,1838,,St. Andrew Strait,Admiralty Is-SW Paci,Papua New Guinea,-2.38,147.35,270,Complex volcano,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,
485,1953,6,,,,Sirung,Lesser Sunda Is,Indonesia,-8.51,124.148,862,Complex volcano,0,,5,1,0,,1,1,0,0,0,0,5,1,0,0,1,1,0,0,0,
486,1953,7,26,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,,A,10,1,0,,0,,0,0,0,0,10,1,0,0,0,0,0,0,0,
487,1953,10,5,,,Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,1,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
488,1953,12,24,,,Ruapehu,New Zealand,New Zealand,-39.28,175.57,2797,Stratovolcano,,m,151,3,0,,0,,0,0,0,0,151,3,0,0,0,0,0,0,0,
489,1954,2,,3395,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
490,1954,7,21,,,Tate-yama,Honshu-Japan,Japan,36.57,137.6,2621,Stratovolcano,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
491,1954,8,3,,,Bam,New Guinea-NE of,Papua New Guinea,-3.6,144.85,685,Stratovolcano,2,I,0,,0,,0,2,0,0,0,0,25,1,0,0,0,2,0,0,0,
492,1954,,,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1332,Stratovolcano,,m,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
493,1955,7,26,,,Carran-Los Venados,Chile-C,Chile,-40.35,-72.07,1114,Pyroclastic cone,4,G,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
494,1955,10,13,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,3,,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
495,1956,3,30,1856,,Bezymianny,Kamchatka,Russia,55.978,160.587,2882,Stratovolcano,5,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
496,1957,3,11,,4116,Vsevidof,Aleutian Is,United States,53.13,-168.68,2149,Stratovolcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
497,1957,7,,,,Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,,m,13,1,0,,0,,0,0,0,0,13,1,0,0,0,0,0,0,0,
498,1957,8,,,,Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,2,T,1,1,0,,53,2,0,0,0,0,1,1,0,0,53,2,0,0,0,
499,1957,10,,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2,T,12,1,0,,0,,0,0,0,0,12,1,0,0,0,0,0,0,0,
500,1958,7,12,,,Mahawu,Sulawesi-Indonesia,Indonesia,1.358,124.858,1324,Stratovolcano,2,M,1,1,0,,10,1,0,0,0,0,1,1,0,0,10,1,0,0,0,
501,1958,7,21,,,Daisetsu,Hokkaido-Japan,Japan,43.68,142.88,2290,Stratovolcano,,G,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
502,1958,10,7,1882,,Kuwae,Vanuatu-SW Pacific,Vanuatu,-16.829,168.536,-2,Caldera,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
503,1960,5,25,1902,4227,Puyehue,Chile-C,Chile,-40.59,-72.117,2236,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
504,1961,1,25,,,Calbuco,Chile-S,Chile,-41.326,-72.614,2003,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,
505,1961,4,23,,,Tate-yama,Honshu-Japan,Japan,36.57,137.6,2621,Stratovolcano,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
506,1961,5,8,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,3,P,6,1,0,,6,1,0,2,0,3,6,1,0,0,6,1,0,2,0,3
507,1961,6,18,,,Daisetsu,Hokkaido-Japan,Japan,43.68,142.88,2290,Stratovolcano,,G,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
508,1961,8,18,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
509,1962,6,29,,,Tokachi,Hokkaido-Japan,Japan,43.42,142.68,2077,Stratovolcano,3,T,5,1,0,,11,1,0,0,0,0,5,1,0,0,11,1,0,0,0,
510,1962,10,,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,,m,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
511,1962,12,31,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,2,,5,1,0,,5,1,0,0,0,0,5,1,0,0,5,1,0,0,0,
512,1963,3,17,,,Irazu,Costa Rica,Costa Rica,9.979,-83.852,3432,Stratovolcano,3,T,15,1,0,,0,,0,0,0,0,15,1,0,0,0,0,0,0,0,
513,1963,3,18,1942,,Agung,Lesser Sunda Is,Indonesia,-8.342,115.508,3142,Stratovolcano,5,"P,T,M,A",1028,4,0,3,624,3,0,0,0,0,1028,4,0,3,624,3,0,0,0,
514,1963,5,5,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
515,1963,5,16,,4292,Agung,Lesser Sunda Is,Indonesia,-8.342,115.508,3142,Stratovolcano,3,,120,2,0,,0,,0,0,0,0,120,2,0,0,0,0,0,0,0,
516,1963,5,21,,,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,2,M,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
517,1963,9,5,,,Batur,Lesser Sunda Is,Indonesia,-8.242,115.375,1717,Caldera,2,,2,1,0,,0,,0,0,0,1,2,1,0,0,0,0,0,0,0,1
518,1963,9,28,,,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,3,M,7,1,0,,0,,0,0,0,0,7,1,0,0,0,0,0,0,0,
519,1963,12,10,,,Irazu,Costa Rica,Costa Rica,9.979,-83.852,3432,Stratovolcano,3,"M,T",40,1,0,,0,1,0,2,400,3,40,1,0,0,0,1,0,2,400,3
520,1964,1,1,,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,2,,1,1,0,,3,1,0,0,0,0,1,1,0,0,3,1,0,0,0,
521,1964,3,3,,,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,2,M,25,1,0,,0,,0,0,0,0,25,1,0,0,0,0,0,0,0,
522,1964,12,13,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,1,,114,3,0,,0,,0,0,0,0,114,3,0,0,0,0,0,0,0,
523,1965,9,28,1977,,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,4,"P,W",355,3,0,,0,,0,1,0,1,355,3,0,0,0,0,0,1,0,1
524,1965,10,24,5695,,Kick-'em-Jenny,W Indies,Netherlands,12.3,-61.63,-177,Submarine volcano,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
525,1966,1,13,5478,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
526,1966,4,26,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,4,"M,m,P",215,3,78,2,86,2,0,0,0,0,215,3,78,2,86,2,0,0,0,
527,1966,8,12,,,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,4,"P,M,I",39,1,0,,1000,3,0,0,0,2,39,1,0,0,1000,3,0,0,0,2
528,1966,8,14,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.751,35.902,2890,Stratovolcano,4,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
529,1967,7,8,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.751,35.902,2890,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
530,1967,8,31,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,M,3,1,0,,0,,0,1,0,0,3,1,0,0,0,0,0,1,0,
531,1967,12,4,1992,,Deception Island,Antarctica,Antarctica,-62.97,-60.65,576,Caldera,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
532,1968,4,21,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,"M,P",6,1,0,,0,,0,0,0,0,6,1,0,0,0,0,0,0,0,
533,1968,7,29,,,Arenal,Costa Rica,Costa Rica,10.463,-84.703,1657,Stratovolcano,3,"P,T",80,2,0,,0,,0,0,0,0,80,2,0,0,0,0,0,0,0,
534,1969,1,7,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2,P,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
535,1969,1,28,,,Iya,Lesser Sunda Is,Indonesia,-8.88,121.63,637,Stratovolcano,3,"T,m",2,1,0,,10,1,0,0,287,3,2,1,0,0,10,1,0,0,287,3
536,1969,3,21,2872,,Didicas,Luzon-N of,Philippines,19.077,122.202,244,Compound volcano,2,W,0,,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
537,1969,8,26,,,Narugo,Honshu-Japan,Japan,38.73,140.73,462,Caldera,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
538,1970,3,2,,,Campi Flegrei,Italy,Italy,40.827,14.139,458,Caldera,,S,3,1,0,,0,,0,1,0,1,3,1,0,0,0,0,0,1,0,1
539,1970,5,5,,,Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
540,1971,8,12,,,"Hudson, Cerro",Chile-S,Chile,-45.9,-72.97,1905,Stratovolcano,3,M,5,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
541,1971,9,6,2043,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
